ID,Education,Income,Marital_Status,Occupation,Children,Region,Gender
10218,Master's Degree,High,Divorced,Senior Manager,1,West,Male
10219,Bachelor's Degree,Low,Single,Manager,1,South,Female
10220,Master's Degree,Medium,Single,Senior Manager,0,East,Female
10221,Some College,Low,Single,Entry Level,0,East,Female
10222,Master's Degree,High,Single,Senior Manager,3,Central,Male
10223,Master's Degree,Medium,Married,Senior Manager,0,West,Female
10224,Bachelor's Degree,Low,Married,Manager,3,South,Female
10225,High School,Low,Single,Student,0,Central,Male
10226,Bachelor's Degree,Low,Married,Manager,3,East,Male
10227,Bachelor's Degree,High,Married,Manager,0,North,Female
10228,Bachelor's Degree,Medium,Single,Manager,3,West,Male
10229,Master's Degree,Low,Married,Senior Manager,0,West,Female
10230,Bachelor's Degree,Low,Married,Manager,1,South,Female
10231,Master's Degree,Low,Single,Senior Manager,2,East,Female
10232,Master's Degree,High,Married,Senior Manager,3,South,Male
10233,Master's Degree,Medium,Married,Senior Manager,1,South,Female
10234,High School,Low,Single,Student,0,Central,Female
10235,Bachelor's Degree,Low,Divorced,Manager,1,Central,Male
10236,Bachelor's Degree,Low,Married,Manager,2,West,Male
10237,Bachelor's Degree,Low,Single,Manager,0,West,Male
10238,Bachelor's Degree,Low,Divorced,Manager,1,Central,Female
10239,Some College,Low,Single,Entry Level,0,North,Male
10240,High School,Low,Single,Student,0,West,Male
10241,Master's Degree,Medium,Married,Senior Manager,0,East,Male
10242,Bachelor's Degree,Medium,Married,Manager,3,Central,Male
10243,Some College,Low,Single,Entry Level,0,West,Female
10244,Master's Degree,High,Single,Senior Manager,3,Central,Male
10245,Master's Degree,Medium,Married,Senior Manager,0,West,Female
10246,Master's Degree,Medium,Married,Senior Manager,0,North,Female
10247,Bachelor's Degree,High,Married,Manager,0,North,Female
10248,Bachelor's Degree,Low,Single,Manager,3,South,Female
10249,Master's Degree,Medium,Divorced,Senior Manager,3,Central,Male
10250,Master's Degree,Low,Married,Senior Manager,0,South,Female
10251,Bachelor's Degree,Low,Single,Manager,2,West,Male
10252,High School,Low,Single,Student,0,East,Female
10253,Bachelor's Degree,High,Married,Manager,1,Central,Female
10254,Bachelor's Degree,Low,Married,Manager,1,North,Female
10255,Master's Degree,Medium,Married,Senior Manager,0,East,Male
10256,Bachelor's Degree,Low,Married,Manager,0,North,Female
10257,Bachelor's Degree,Low,Married,Manager,0,Central,Female
10258,Master's Degree,Low,Single,Senior Manager,1,Central,Male
10259,Master's Degree,Medium,Married,Senior Manager,0,Central,Male
10260,Bachelor's Degree,Low,Single,Manager,2,Central,Female
10261,Some College,Low,Single,Entry Level,0,Central,Female
10262,Master's Degree,Medium,Married,Senior Manager,2,North,Male
10263,Master's Degree,Low,Single,Senior Manager,0,West,Female
10264,Master's Degree,Medium,Married,Senior Manager,2,North,Female
10265,Bachelor's Degree,Low,Married,Manager,1,East,Female
10266,Master's Degree,Low,Married,Senior Manager,1,North,Female
10267,Bachelor's Degree,High,Married,Manager,1,North,Male
10268,Master's Degree,Medium,Married,Senior Manager,1,South,Female
10269,Bachelor's Degree,Medium,Single,Manager,1,North,Male
10270,Bachelor's Degree,Medium,Married,Manager,1,West,Female
10271,High School,High,Single,Student,0,Central,Female
10272,Master's Degree,High,Married,Senior Manager,1,West,Female
10273,Bachelor's Degree,Low,Married,Manager,1,West,Female
10274,Master's Degree,Medium,Single,Senior Manager,1,East,Female
10275,Master's Degree,Low,Single,Senior Manager,0,West,Male
10276,Bachelor's Degree,Low,Single,Manager,2,Central,Female
10277,Bachelor's Degree,Medium,Married,Manager,1,West,Female
10278,Master's Degree,Medium,Married,Senior Manager,0,Central,Male
10279,Master's Degree,High,Single,Senior Manager,2,West,Male
10280,Bachelor's Degree,Low,Single,Manager,1,Central,Female
10281,Bachelor's Degree,Low,Married,Manager,2,Central,Male
10282,Master's Degree,Low,Married,Senior Manager,1,Central,Male
10283,High School,Low,Single,Student,0,Central,Female
10284,High School,Low,Single,Student,0,South,Female
10285,Master's Degree,High,Divorced,Senior Manager,0,North,Female
10286,Master's Degree,Medium,Single,Senior Manager,0,East,Female
10287,Bachelor's Degree,Medium,Married,Manager,2,North,Male
10288,Master's Degree,Medium,Married,Senior Manager,1,East,Female
10289,Bachelor's Degree,Low,Married,Manager,1,North,Female
10290,Master's Degree,Low,Single,Senior Manager,1,East,Female
10291,Bachelor's Degree,High,Married,Manager,1,North,Male
10292,Bachelor's Degree,High,Married,Manager,2,West,Male
10293,Master's Degree,Medium,Married,Senior Manager,2,Central,Female
10294,Bachelor's Degree,High,Single,Manager,1,South,Female
10295,Bachelor's Degree,High,Married,Manager,1,South,Female
10296,Master's Degree,Low,Single,Senior Manager,3,East,Male
10297,Master's Degree,Low,Married,Senior Manager,2,West,Female
10298,Bachelor's Degree,Low,Married,Manager,0,South,Female
10299,Bachelor's Degree,High,Single,Manager,2,East,Male
10300,Bachelor's Degree,Low,Married,Manager,0,West,Female
10301,Master's Degree,Medium,Married,Senior Manager,0,West,Female
10302,Bachelor's Degree,High,Divorced,Manager,2,South,Female
10303,Master's Degree,Low,Divorced,Senior Manager,3,North,Male
10304,Master's Degree,High,Single,Senior Manager,1,Central,Female
10305,High School,Low,Single,Student,0,West,Male
10306,High School,Low,Single,Student,0,West,Female
10307,Bachelor's Degree,Low,Single,Manager,3,Central,Female
10308,High School,Low,Single,Student,0,East,Male
10309,Bachelor's Degree,Low,Married,Manager,0,Central,Male
10310,Bachelor's Degree,Low,Single,Manager,3,Central,Male
10311,High School,Medium,Single,Student,0,Central,Male
10312,Bachelor's Degree,High,Married,Manager,3,West,Female
10313,Bachelor's Degree,High,Single,Manager,0,East,Female
10314,Master's Degree,High,Married,Senior Manager,0,Central,Female
10315,Bachelor's Degree,Low,Married,Manager,3,West,Female
10316,Bachelor's Degree,Low,Married,Manager,1,West,Male
10317,Some College,Low,Single,Entry Level,0,West,Male
10318,Bachelor's Degree,High,Married,Manager,0,Central,Male
10319,Bachelor's Degree,Low,Single,Manager,1,West,Female
10320,High School,Medium,Single,Student,0,North,Female
10321,Some College,Low,Single,Entry Level,0,West,Male
10322,Bachelor's Degree,High,Divorced,Manager,2,Central,Male
10323,Bachelor's Degree,Low,Married,Manager,1,East,Male
10324,Bachelor's Degree,High,Married,Manager,0,North,Female
10325,Master's Degree,Low,Single,Senior Manager,2,West,Male
10326,Master's Degree,Medium,Married,Senior Manager,2,Central,Male
10327,Bachelor's Degree,Low,Single,Manager,3,West,Female
10328,Bachelor's Degree,Low,Single,Manager,1,North,Male
10329,Master's Degree,Medium,Single,Senior Manager,1,North,Female
10330,Master's Degree,Low,Single,Senior Manager,2,North,Male
10331,Master's Degree,Low,Married,Senior Manager,2,South,Female
10332,Master's Degree,Medium,Married,Senior Manager,0,East,Female
10333,Master's Degree,Low,Married,Senior Manager,1,East,Male
10334,Bachelor's Degree,Medium,Single,Manager,0,North,Male
10335,Master's Degree,Low,Married,Senior Manager,2,West,Male
10336,Master's Degree,Low,Married,Senior Manager,3,Central,Male
10337,Master's Degree,High,Married,Senior Manager,1,South,Female
10338,Bachelor's Degree,Low,Married,Manager,0,Central,Female
10339,Bachelor's Degree,Medium,Married,Manager,2,North,Male
10340,Master's Degree,High,Married,Senior Manager,1,Central,Female
10341,High School,Medium,Single,Student,0,North,Female
10342,Master's Degree,Low,Married,Senior Manager,0,Central,Male
10343,Bachelor's Degree,High,Married,Manager,1,West,Male
10344,Master's Degree,Medium,Married,Senior Manager,2,East,Female
10345,High School,Low,Single,Student,0,Central,Male
10346,Master's Degree,Medium,Married,Senior Manager,2,West,Female
10347,Master's Degree,Low,Single,Senior Manager,0,North,Female
10348,Bachelor's Degree,High,Single,Manager,1,South,Male
10349,Bachelor's Degree,Medium,Single,Manager,1,North,Male
10350,Master's Degree,High,Married,Senior Manager,2,Central,Female
10351,Bachelor's Degree,Medium,Single,Manager,1,Central,Male
10352,High School,Low,Single,Student,0,East,Female
10353,Master's Degree,Low,Married,Senior Manager,0,West,Male
10354,Master's Degree,High,Single,Senior Manager,1,North,Female
10355,Bachelor's Degree,Low,Single,Manager,0,South,Male
10356,Master's Degree,Low,Married,Senior Manager,0,Central,Male
10357,Bachelor's Degree,Low,Married,Manager,1,Central,Female
10358,Bachelor's Degree,Low,Married,Manager,0,North,Male
10359,Bachelor's Degree,Low,Married,Manager,2,Central,Male
10360,Bachelor's Degree,Low,Married,Manager,0,West,Female
10361,High School,Low,Single,Student,0,South,Male
10362,Some College,Low,Single,Entry Level,0,North,Female
10363,Master's Degree,Medium,Married,Senior Manager,2,West,Female
10364,Bachelor's Degree,Low,Single,Manager,2,South,Male
10365,Master's Degree,Low,Married,Senior Manager,2,Central,Male
10366,High School,Low,Single,Student,0,South,Male
10367,Bachelor's Degree,Low,Married,Manager,0,North,Male
10368,High School,Medium,Single,Student,0,North,Female
10369,High School,Low,Single,Student,0,North,Male
10370,Bachelor's Degree,Low,Married,Manager,3,Central,Female
10371,High School,Medium,Single,Student,0,East,Female
10372,Bachelor's Degree,Low,Single,Manager,1,North,Female
10373,Some College,Low,Single,Entry Level,0,South,Male
10374,Bachelor's Degree,Low,Single,Manager,2,North,Female
10375,Bachelor's Degree,Low,Married,Manager,1,South,Male
10376,Bachelor's Degree,Low,Married,Manager,3,North,Female
10377,High School,Low,Single,Student,0,Central,Male
10378,Bachelor's Degree,Low,Married,Manager,3,Central,Female
10379,Bachelor's Degree,High,Married,Manager,2,East,Male
10380,Bachelor's Degree,Low,Married,Manager,0,Central,Female
10381,High School,Low,Single,Student,0,East,Male
10382,Master's Degree,High,Married,Senior Manager,0,Central,Female
10383,Bachelor's Degree,High,Single,Manager,0,Central,Male
10384,High School,Low,Single,Student,0,North,Female
10385,Some College,Medium,Single,Entry Level,0,North,Male
10386,Master's Degree,High,Married,Senior Manager,1,North,Female
10387,Master's Degree,Low,Married,Senior Manager,3,Central,Female
10388,Master's Degree,Low,Single,Senior Manager,2,Central,Female
10389,Master's Degree,High,Single,Senior Manager,3,South,Female
10390,Some College,Medium,Single,Entry Level,0,Central,Male
10391,Bachelor's Degree,Low,Single,Manager,2,North,Male
10392,Master's Degree,Low,Married,Senior Manager,1,East,Male
10393,Master's Degree,Low,Single,Senior Manager,1,South,Female
10394,Bachelor's Degree,Low,Married,Manager,0,Central,Female
10395,Master's Degree,Medium,Single,Senior Manager,0,South,Female
10396,Master's Degree,Low,Married,Senior Manager,1,Central,Male
10397,Bachelor's Degree,Low,Married,Manager,2,West,Male
10398,High School,Low,Single,Student,0,South,Male
10399,Master's Degree,Low,Married,Senior Manager,0,North,Male
10400,Some College,Medium,Single,Entry Level,0,North,Male
10401,Bachelor's Degree,Low,Married,Manager,1,South,Female
10402,Bachelor's Degree,Low,Married,Manager,1,Central,Male
10403,Bachelor's Degree,Low,Married,Manager,2,Central,Male
10404,High School,Low,Single,Student,0,West,Female
10405,Bachelor's Degree,Medium,Single,Manager,3,North,Male
10406,Bachelor's Degree,High,Married,Manager,3,South,Male
10407,Master's Degree,Low,Married,Senior Manager,2,East,Female
10408,High School,Low,Single,Student,0,South,Female
10409,Bachelor's Degree,Medium,Married,Manager,0,South,Female
10410,Some College,High,Single,Entry Level,0,South,Male
10411,Master's Degree,Low,Single,Senior Manager,2,East,Female
10412,Bachelor's Degree,Low,Single,Manager,0,East,Female
10413,Master's Degree,Low,Single,Senior Manager,3,East,Male
10414,Bachelor's Degree,Low,Married,Manager,1,West,Male
10415,High School,Medium,Single,Student,0,North,Female
10416,Bachelor's Degree,Medium,Single,Manager,1,West,Male
10417,Some College,High,Single,Entry Level,0,West,Male
10418,High School,Low,Single,Student,0,East,Female
10419,Some College,Medium,Single,Entry Level,0,West,Female
10420,Master's Degree,Low,Single,Senior Manager,0,South,Male
10421,Bachelor's Degree,High,Married,Manager,3,West,Male
10422,Master's Degree,Medium,Married,Senior Manager,2,West,Male
10423,Some College,Medium,Single,Entry Level,0,North,Female
10424,Bachelor's Degree,Medium,Single,Manager,2,Central,Female
10425,Bachelor's Degree,Low,Single,Manager,1,South,Female
10426,Bachelor's Degree,High,Married,Manager,1,West,Male
10427,Some College,Low,Single,Entry Level,0,East,Female
10428,Bachelor's Degree,High,Married,Manager,1,Central,Female
10429,Master's Degree,Medium,Single,Senior Manager,1,South,Male
10430,Master's Degree,Low,Married,Senior Manager,1,West,Female
10431,Bachelor's Degree,Low,Married,Manager,1,West,Female
10432,Master's Degree,High,Married,Senior Manager,2,West,Female
10433,Master's Degree,High,Married,Senior Manager,0,West,Female
10434,Master's Degree,Medium,Divorced,Senior Manager,3,Central,Male
10435,Master's Degree,Low,Married,Senior Manager,1,Central,Female
10436,Bachelor's Degree,Low,Married,Manager,1,West,Female
10437,Master's Degree,Low,Married,Senior Manager,0,East,Female
10438,Master's Degree,High,Single,Senior Manager,3,Central,Male
10439,Some College,Low,Single,Entry Level,0,North,Male
10440,Master's Degree,Medium,Single,Senior Manager,0,North,Male
10441,Bachelor's Degree,High,Married,Manager,1,North,Male
10442,High School,Low,Single,Student,0,Central,Female
10443,High School,Low,Single,Student,0,East,Male
10444,Bachelor's Degree,Medium,Married,Manager,1,South,Male
10445,Bachelor's Degree,Low,Married,Manager,1,Central,Male
10446,Some College,Low,Single,Entry Level,0,South,Female
10447,Some College,Low,Single,Entry Level,0,East,Female
10448,Master's Degree,Low,Married,Senior Manager,2,South,Female
10449,Bachelor's Degree,Low,Married,Manager,0,East,Male
10450,Master's Degree,Low,Single,Senior Manager,3,South,Male
10451,Bachelor's Degree,Low,Married,Manager,2,Central,Male
10452,Bachelor's Degree,Low,Divorced,Manager,1,East,Male
10453,Bachelor's Degree,Medium,Single,Manager,2,South,Male
10454,Bachelor's Degree,Low,Married,Manager,0,East,Female
10455,Some College,Medium,Single,Entry Level,0,West,Female
10456,Bachelor's Degree,Low,Married,Manager,1,South,Female
10457,Bachelor's Degree,Low,Single,Manager,0,North,Male
10458,Master's Degree,High,Married,Senior Manager,3,South,Female
10459,Master's Degree,High,Divorced,Senior Manager,0,East,Female
10460,Bachelor's Degree,Low,Married,Manager,0,Central,Female
10461,Master's Degree,Low,Married,Senior Manager,0,South,Female
10462,Bachelor's Degree,Low,Single,Manager,1,East,Female
10463,Master's Degree,Low,Married,Senior Manager,0,South,Female
10464,Master's Degree,Medium,Single,Senior Manager,3,North,Female
10465,Bachelor's Degree,Low,Married,Manager,0,North,Male
10466,Bachelor's Degree,Low,Married,Manager,0,Central,Female
10467,Bachelor's Degree,Low,Married,Manager,1,North,Male
10468,Bachelor's Degree,Medium,Divorced,Manager,0,Central,Female
10469,High School,Medium,Single,Student,0,North,Male
10470,Some College,Low,Single,Entry Level,0,Central,Male
10471,Master's Degree,Low,Married,Senior Manager,0,Central,Male
10472,Master's Degree,Medium,Single,Senior Manager,1,North,Male
10473,Master's Degree,High,Single,Senior Manager,3,West,Male
10474,Bachelor's Degree,Low,Married,Manager,0,Central,Male
10475,Bachelor's Degree,High,Married,Manager,3,East,Female
10476,Some College,Low,Single,Entry Level,0,Central,Female
10477,Master's Degree,Medium,Married,Senior Manager,0,North,Male
10478,Master's Degree,High,Married,Senior Manager,3,South,Female
10479,Some College,Low,Single,Entry Level,0,South,Male
10480,Bachelor's Degree,High,Single,Manager,2,North,Male
10481,Master's Degree,Low,Married,Senior Manager,1,Central,Male
10482,Bachelor's Degree,Low,Married,Manager,0,South,Male
10483,Master's Degree,Medium,Married,Senior Manager,0,North,Male
10484,Bachelor's Degree,High,Married,Manager,1,North,Female
10485,Master's Degree,Low,Married,Senior Manager,1,East,Female
10486,High School,Low,Single,Student,0,Central,Female
10487,Bachelor's Degree,Medium,Single,Manager,2,Central,Male
10488,High School,Low,Single,Student,0,North,Male
10489,Bachelor's Degree,Medium,Divorced,Manager,1,South,Male
10490,Bachelor's Degree,Low,Married,Manager,0,East,Female
10491,Bachelor's Degree,Low,Married,Manager,0,East,Male
10492,Bachelor's Degree,Low,Married,Manager,0,Central,Male
10493,Bachelor's Degree,High,Married,Manager,2,Central,Male
10494,Bachelor's Degree,Low,Married,Manager,0,South,Female
10495,Bachelor's Degree,Low,Divorced,Manager,0,West,Female
10496,Master's Degree,Medium,Married,Senior Manager,0,Central,Male
